"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","TOCRT","INDICM","REL","MED","EDU","CL3-1","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","CL10","NODEC"
2021,"Article  359","XV",74,12,0,0,0,0,11,11,0,0,0,0,0,4,0,0,23,23,0,63
2021,"Article  360","XV",676,617,0,10,0,0,596,596,0,0,0,0,347,40,0,2,195,194,0,69
2021,"Others","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  361","XVI",1679,1201,0,26,0,0,1020,1018,0,1,1,0,161,70,1,10,230,225,0,628
2021,"Article  361-1","XVI",35,12,0,0,0,0,12,10,2,0,0,0,0,0,0,3,8,8,0,23
2021,"Article  361-2","XVI",141,91,0,0,0,0,86,85,1,0,0,0,0,37,0,0,19,19,0,55
2021,"Article  362","XVI",1440,1131,0,31,0,1,835,834,1,0,0,0,68,80,0,0,68,65,2,570
2021,"Article  363","XVI",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,12
2021,"Article  363-1","XVI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  364","XVII",3955,260,0,0,0,7,183,183,0,0,0,0,9,4,0,0,1254,1252,2,3763
2021,"Article  364-1","XVII",266,49,0,7,0,0,34,34,0,0,0,0,0,4,0,0,73,71,2,223
2021,"Article  364-2","XVII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Article  365","XVII",1918,36,0,0,0,0,26,26,0,0,0,0,0,10,0,0,1400,1399,1,1891
2021,"Article  365-2","XVII",422,86,0,3,0,0,55,55,0,0,0,0,0,18,0,0,137,137,0,364
2021,"Article  366","XVII",5746,3169,2,18,0,4,2806,2780,26,0,0,0,173,502,0,0,1328,1260,67,2848
2021,"Article  366-1","XVII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Article  367","XVII",1978,363,1,2,0,0,250,249,1,0,0,0,5,0,0,0,856,855,1,1724
2021,"Article  368","XVII",1566,456,1,10,0,0,255,255,0,0,0,0,3,27,0,0,799,799,0,1300
2021,"Article  368-3","XVII",59,40,0,0,0,0,35,35,0,0,0,0,5,8,0,0,11,11,0,24
2021,"Article  368-4","XVII",19,9,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,8,0,15
2021,"Article  368-5","XVII",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,18
2021,"Article  369","XVII",1577,1157,1,8,0,0,1029,1027,2,0,0,0,89,9,210,2,1405,1404,0,538
2021,"Article  369-2","XVII",249,159,0,0,0,0,126,125,1,0,0,0,5,12,0,0,44,44,0,123
2021,"Article  369-3","XVII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2021,"Article  370","XVII",41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,41
2021,"Others","XVII",512,89,0,0,0,0,77,77,0,0,0,0,0,1,0,0,253,252,0,434
2021,"Article  371","XVIII",94,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,62,62,0,93
2021,"Article  372","XVIII",128,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,60,60,0,127
2021,"Article  373","XVIII",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,18
2021,"Article  374","XVIII",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,54
2021,"Article  375","XVIII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,4
2021,"Article  376","XVIII",122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,122
2021,"Article  376-1","XVIII",32,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,17,17,0,30
2021,"Article  377","XVIII",19,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,9,0,16
2021,"Article  378","XVIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Article  379","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  380","XVIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Article  381","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  382","XVIII",2668,218,0,0,0,0,212,212,0,0,0,0,37,1,6,0,3476,3468,8,2448
2021,"Article  383","XVIII",444,85,0,0,0,0,80,79,0,1,0,0,7,0,6,1,344,344,0,364
2021,"Article  384","XVIII",617,91,0,1,0,0,85,84,0,0,1,0,7,0,0,1,454,454,0,531
2021,"Article  385","XVIII",26,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,23,23,0,24
2021,"Article  386*","XVIII",52,8,0,0,0,0,8,8,0,0,0,0,2,0,1,0,44,44,0,44
2021,"Article  387*","XVIII",56,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,39,39,0,54
2021,"Article  388","XVIII",334,58,0,0,0,0,54,54,0,0,0,0,2,0,0,0,126,126,0,280
2021,"Article  389*","XVIII",1281,1078,0,0,0,0,1071,1071,0,0,0,0,897,1,2,7,781,781,0,210
2021,"Article  389-1*","XVIII",7,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,13,13,0,3
2021,"Article  389-2","XVIII",68,54,0,0,0,0,51,51,0,0,0,0,16,0,0,0,36,35,0,16
2021,"Article  390","XVIII",18,17,0,0,0,0,16,16,0,0,0,0,14,0,0,0,4,4,0,2
2021,"Article  390-1*","XVIII",156,124,0,9,0,0,115,114,0,1,0,0,31,0,8,0,103,103,0,32
2021,"Article  391","XVIII",125,113,0,0,0,0,110,110,0,0,0,0,104,1,0,0,15,15,0,15
2021,"Article  392","XVIII",6,6,0,0,0,0,5,5,0,0,0,0,3,2,1,0,1,1,0,1
2021,"Article  393","XVIII",21,17,0,1,0,0,14,13,0,1,0,0,12,1,0,0,2,2,0,6
2021,"Article  394","XVIII",8,7,0,0,0,0,5,1,0,4,0,0,3,0,0,0,3,3,0,3
2021,"Article  395*","XVIII",524,463,0,9,0,0,450,448,0,2,0,0,357,0,2,0,253,251,0,63
2021,"Article  396","XVIII",167,23,0,0,0,0,23,23,0,0,0,0,2,0,1,2,66,66,0,144
2021,"Article  397*","XVIII",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,84,1,86
2021,"Article  398","XVIII",34,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,22,0,33
2021,"Article  399","XVIII",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
2021,"Article  400","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  400-1","XVIII",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,16
2021,"Others","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  402","XIX",19,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,1,1,0,10
2021,"Article  403","XIX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
2021,"Article  404","XIX",4,2,0,0,0,0,2,2,0,0,0,0,0,1,2,0,1,1,0,2
2021,"Article  405","XIX",17,9,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,3,0,9
2021,"Article  406","XIX",80,36,0,0,0,0,36,36,0,0,0,0,1,2,6,0,12,12,0,44
2021,"Article  407","XIX",2028,923,0,17,0,0,903,902,1,0,0,0,19,1,0,0,110,110,0,1108
2021,"Article  408","XIX",117,92,0,8,0,0,82,82,0,0,0,0,4,0,0,0,2,2,0,27
2021,"Article  409","XIX",33,16,0,0,0,0,14,14,0,0,0,0,0,0,0,0,1,1,0,19
2021,"Article  410","XIX",191,18,0,0,0,0,11,11,0,0,0,0,0,5,0,0,43,43,0,180
2021,"Article  411","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Article  412","XIX",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4
2021,"Article  413","XIX",69,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,9,9,0,49
2021,"Article  414","XIX",33,7,0,0,0,0,7,7,0,0,0,0,0,0,1,0,18,18,0,26
2021,"Article  415","XIX",33,9,0,0,0,0,9,9,0,0,0,0,0,0,1,0,6,6,0,24
2021,"Article  416","XIX",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Article  417","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Article  418","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  419","XIX",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,16
2021,"Article  420","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  421","XIX",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  422","XIX",19,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,10,0,17
2021,"Article  425","XIX",192,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,31,31,0,189
2021,"Article  426","XIX",33,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,7,0,30
2021,"Article  426-1","XIX",139,15,0,0,0,0,10,10,0,0,0,0,0,0,0,0,51,51,0,129
2021,"Article  427","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  429","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  433","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  436","XX",12,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,5
2021,"Article  436-1","XX",53,8,0,0,0,0,8,8,0,0,0,0,2,0,0,0,35,35,0,45
2021,"Article  437","XX",8,5,0,1,0,1,3,3,0,0,0,0,0,3,0,0,0,0,0,3
2021,"Article  438","XX",172,13,0,5,0,0,7,7,0,0,0,0,0,2,0,0,0,0,0,160
2021,"Article  439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  441","XX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Article  442","XX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Article  443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  445*","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  446","XX",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Article  447","XX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
