"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","TOCRT","INDICM","REL","MED","EDU","CL3-1","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","CL10","NODEC"
2020,"Article  330","XIV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020,"Article  332","XIV",278,90,0,1,0,0,67,67,0,0,0,0,2,31,0,0,29,28,1,209
2020,"Article  332-1","XIV",16,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,14
2020,"Article 32-2","XIV",35,25,0,0,0,0,24,24,0,0,0,0,1,1,0,0,2,2,0,11
2020,"Article  333","XIV",94,33,0,1,0,0,30,30,0,0,0,0,3,2,0,0,5,5,0,63
2020,"Article  334","XIV",13,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,11
2020,"Article  335*","XIV",290,130,0,1,0,0,124,120,4,0,0,0,0,0,0,0,337,337,0,165
2020,"Article  336","XIV",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2
2020,"Article  336-1","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  337*","XIV",53,33,0,1,0,0,32,30,2,0,0,0,1,0,0,0,75,75,0,20
2020,"Others","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  338","XV",7,4,0,0,0,0,4,4,0,0,0,0,1,1,3,1,2,2,0,3
2020,"Article  339*","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  340","XV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
2020,"Article  341","XV",21,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,5,4,0,18
2020,"Article  342","XV",324,201,0,2,0,0,186,182,1,3,0,0,40,11,81,2,198,198,0,136
2020,"Article  343*","XV",90,41,0,0,0,0,34,34,0,0,0,0,1,2,4,0,39,39,0,56
2020,"Article  344","XV",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,24
2020,"Article  345","XV",909,705,1,8,0,0,620,601,1,17,1,0,123,15,236,7,219,218,1,279
2020,"Article  345-1","XV",37,5,0,0,0,0,5,5,0,0,0,0,1,0,0,0,17,17,0,32
2020,"Article  346","XV",33,3,0,0,0,0,3,3,0,0,0,0,0,2,0,0,6,6,0,30
2020,"Article  347","XV",17,8,0,1,0,0,6,6,0,0,0,0,0,0,0,0,2,2,0,10
2020,"Article  347-1","XV",3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2
2020,"Article  348","XV",34,28,0,1,0,0,16,15,0,1,0,0,6,1,9,0,6,4,0,15
2020,"Article  348-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  349","XV",2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0
2020,"Article  349-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  350","XV",39,16,0,0,0,0,13,13,0,0,0,0,2,0,2,0,11,11,0,26
2020,"Article  351*","XV",75,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,74,74,0,73
2020,"Article  351-1*","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  351-2*","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  352","XV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020,"Article  353","XV",97,65,0,8,0,0,47,47,0,0,0,0,15,8,0,0,18,18,0,42
2020,"Article  354","XV",33,28,0,0,0,0,27,27,0,0,0,0,10,0,0,0,7,7,0,6
2020,"Article  355","XV",492,32,0,0,0,0,30,30,0,0,0,0,6,4,3,0,1048,1045,3,459
2020,"Article  356*","XV",2280,27,0,1,0,0,24,24,0,0,0,0,2,1,0,0,4379,4376,3,2252
2020,"Article  357","XV",2011,1382,0,52,0,0,1265,1243,6,14,2,0,523,61,80,40,1702,1696,2,688
2020,"Article  358","XV",13345,6653,1,108,0,9,5973,5773,190,10,0,4,817,331,12,8,5490,5471,17,7231
2020,"Article  359","XV",71,14,0,0,0,0,10,10,0,0,0,0,2,2,0,0,24,24,0,61
2020,"Article  360","XV",623,508,0,12,0,0,481,481,0,0,0,0,263,8,0,0,237,237,0,130
2020,"Others","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  361","XVI",1187,682,0,12,0,0,623,619,0,4,0,0,176,54,0,35,143,142,1,551
2020,"Article  361-1","XVI",114,81,0,0,0,1,81,78,2,0,1,0,2,1,0,4,7,7,0,32
2020,"Article  361-2","XVI",131,67,0,0,0,0,61,61,0,0,0,0,0,0,0,12,16,16,0,70
2020,"Article  362","XVI",1047,844,0,45,0,0,727,726,1,0,0,0,37,3,0,0,42,41,1,274
2020,"Article  363","XVI",16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,14
2020,"Article  363-1","XVI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2020,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  364","XVII",4060,131,0,3,0,2,109,109,0,0,0,0,5,6,0,0,1501,1490,10,3935
2020,"Article  364-1","XVII",265,60,0,0,0,0,33,33,0,0,0,0,3,1,0,0,75,73,2,230
2020,"Article  364-2","XVII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  365","XVII",2564,67,0,1,0,0,44,44,0,0,0,0,0,8,0,0,1821,1814,7,2512
2020,"Article  365-2","XVII",379,38,2,3,0,0,27,27,0,0,0,1,1,2,0,0,110,110,0,346
2020,"Article  366","XVII",6257,3628,1,55,0,2,3005,2997,8,0,0,2,82,423,0,0,1192,1188,4,3188
2020,"Article  366-1","XVII",343,214,0,1,0,0,213,204,9,0,0,0,9,0,0,0,948,946,2,127
2020,"Article  367","XVII",1870,252,1,2,0,1,205,193,12,0,0,0,11,1,0,0,1056,1053,2,1658
2020,"Article  368","XVII",1607,485,2,2,0,0,314,314,0,0,0,0,2,74,0,0,704,704,0,1289
2020,"Article  368-3","XVII",33,13,0,0,0,1,9,9,0,0,0,0,2,0,0,0,5,5,0,23
2020,"Article  368-4","XVII",18,9,0,0,0,0,6,6,0,0,0,0,1,0,0,0,4,4,0,12
2020,"Article  368-5","XVII",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10
2020,"Article  369","XVII",1348,956,0,10,0,0,841,835,6,0,0,0,72,12,189,2,980,979,0,496
2020,"Article  369-2","XVII",193,128,0,0,0,0,110,110,0,0,0,0,0,3,1,0,43,43,0,83
2020,"Article  369-3","XVII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  370","XVII",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,42
2020,"Others","XVII",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
2020,"Article  371","XVIII",107,4,0,0,0,0,3,3,0,0,0,0,0,2,0,0,74,73,1,103
2020,"Article  372","XVIII",133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,65,1,132
2020,"Article  373","XVIII",54,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,48,48,0,52
2020,"Article  374","XVIII",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,58,1,95
2020,"Article  375","XVIII",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,305,1,66
2020,"Article  376","XVIII",143,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,111,111,0,142
2020,"Article  376-1","XVIII",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,30
2020,"Article  377","XVIII",18,5,0,0,0,0,5,5,0,0,0,0,4,0,0,0,5,5,0,13
2020,"Article  378","XVIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  379","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  380","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  381","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  382","XVIII",3448,125,0,0,0,0,117,117,0,0,0,0,25,0,12,0,2838,2836,2,3329
2020,"Article  383","XVIII",623,110,0,0,0,0,101,100,0,1,0,0,16,0,13,1,461,459,2,520
2020,"Article  384","XVIII",755,78,0,1,0,0,71,70,0,1,0,0,10,0,3,1,389,386,3,680
2020,"Article  385","XVIII",40,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,22,22,0,38
2020,"Article  386*","XVIII",52,5,0,1,0,0,3,3,0,0,0,0,0,0,0,0,41,40,1,47
2020,"Article  387*","XVIII",60,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,37,37,0,59
2020,"Article  388","XVIII",402,16,0,1,0,0,13,13,0,0,0,0,7,0,0,0,145,144,1,387
2020,"Article  389*","XVIII",963,680,0,3,0,0,669,668,0,1,0,0,563,0,5,2,631,629,1,289
2020,"Article  389-1*","XVIII",84,53,0,1,0,0,50,50,0,0,0,0,21,0,0,0,31,31,0,33
2020,"Article  389-2","XVIII",62,58,0,0,0,0,58,57,0,1,0,0,17,0,0,0,41,41,0,4
2020,"Article  390","XVIII",15,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,9,9,0,6
2020,"Article  390-1*","XVIII",143,80,1,0,0,0,77,77,0,0,0,0,24,0,8,0,74,74,0,65
2020,"Article  391","XVIII",125,112,0,0,0,0,107,107,0,0,0,0,104,0,0,0,22,22,0,18
2020,"Article  392","XVIII",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  393","XVIII",13,12,0,0,0,0,11,11,0,0,0,0,7,2,1,1,4,4,0,2
2020,"Article  394","XVIII",7,6,0,0,0,0,4,0,0,4,0,0,4,0,0,0,3,3,0,3
2020,"Article  395*","XVIII",538,445,0,13,0,0,427,427,0,0,0,0,345,0,0,0,289,288,0,97
2020,"Article  396","XVIII",166,23,0,0,0,0,20,20,0,0,0,0,9,2,2,0,120,119,1,145
2020,"Article  397*","XVIII",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,123
2020,"Article  398","XVIII",28,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,26,25,1,25
2020,"Article  399","XVIII",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
2020,"Article  400","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  400-1","XVIII",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,18
2020,"Others","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  402","XIX",16,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,6,0,13
2020,"Article  403","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  404","XIX",3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2
2020,"Article  405","XIX",22,9,0,0,0,0,7,7,0,0,0,0,0,1,4,0,0,0,0,15
2020,"Article  406","XIX",69,31,1,0,0,0,26,26,0,0,0,0,0,0,4,0,18,18,0,42
2020,"Article  407","XIX",2890,1066,0,112,0,0,948,948,0,0,0,0,32,2,0,0,166,166,0,1830
2020,"Article  408","XIX",216,89,0,6,0,0,81,81,0,0,0,0,0,0,0,0,5,5,0,129
2020,"Article  409","XIX",21,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,6,6,0,13
2020,"Article  410","XIX",184,21,0,0,0,0,13,13,0,0,0,0,2,1,0,0,24,24,0,171
2020,"Article  411","XIX",4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
2020,"Article  412","XIX",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9
2020,"Article  413","XIX",97,42,0,0,0,0,41,41,0,0,0,0,2,0,3,0,13,13,0,56
2020,"Article  414","XIX",32,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,39,39,0,25
2020,"Article  415","XIX",32,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,10,0,27
2020,"Article  416","XIX",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020,"Article  417","XIX",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2020,"Article  418","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  419","XIX",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,22
2020,"Article  420","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  421","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  422","XIX",23,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,11,11,0,21
2020,"Article  425","XIX",223,11,0,0,0,0,9,9,0,0,0,0,0,0,0,0,54,54,0,214
2020,"Article  426","XIX",37,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,0,36
2020,"Article  426-1","XIX",149,13,0,0,0,0,11,11,0,0,0,0,0,1,2,0,55,55,0,138
2020,"Article  427","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  429","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  433","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  436","XX",3,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  436-1","XX",72,18,0,0,0,0,18,18,0,0,0,0,1,0,1,0,20,19,1,53
2020,"Article  437","XX",4,3,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2
2020,"Article  438","XX",223,6,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,215
2020,"Article  439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  441","XX",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020,"Article  442","XX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2020,"Article  443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  445*","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020,"Article  446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  447","XX",36,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33
2020,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
