"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","TOCRT","INDICM","REL","MED","EDU","CL3-1","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","CL10","NODEC"
2020,"Article  123","II",3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  124","II",91,58,0,0,0,0,59,58,0,0,1,0,6,0,20,1,30,30,0,32
2020,"Article  125*","II",21741,13290,2,60,0,0,12953,12841,14,72,26,0,2196,122,1935,223,45132,45076,6,8670
2020,"Article  126","II",1298,1089,1,4,0,0,1065,1057,2,1,5,0,170,10,147,11,655,651,0,224
2020,"Article  126-1","II",2213,1877,0,5,0,0,1823,1813,5,5,0,0,488,2,558,0,828,824,2,381
2020,"Article  127","II",129,59,0,1,0,0,33,32,0,1,0,0,5,14,9,1,52,52,0,95
2020,"Article  128","II",865,411,0,1,0,0,392,378,5,4,5,0,42,0,67,18,1248,1247,1,471
2020,"Article  129","II",973,329,0,3,0,0,322,314,1,7,0,0,80,0,96,2,2005,2003,1,646
2020,"Article  130","II",7,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,7,7,0,5
2020,"Article  131","II",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2020,"Article  132*","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
2020,"Article  133","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  134","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020,"Article  135","II",217,141,0,1,0,0,127,126,0,0,1,0,14,1,38,3,55,53,0,87
2020,"Article  136","II",26,2,0,0,0,0,2,2,0,0,0,0,1,0,1,0,11,11,0,24
2020,"Article  137","II",38,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,18,18,0,34
2020,"Article  138","II",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7
2020,"Article  139","II",61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,61
2020,"Article  140","II",654,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,313,312,0,651
2020,"Article  141","II",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  142","II",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
2020,"Article  143","II",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  144","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  145","II",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6
2020,"Others","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  146","III",414,206,0,4,0,0,135,133,0,2,0,0,42,83,21,5,152,152,0,275
2020,"Article  146-1","III",69,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,4,0,66
2020,"Article  147","III",4,4,0,0,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,2
2020,"Article  148","III",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  149","III",206,110,0,8,0,10,74,74,0,0,0,0,0,46,0,0,11,11,0,114
2020,"Article  150","III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
2020,"Article  150-1","III",7,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,2,0,2
2020,"Article  151","III",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,10
2020,"Article  151-2","III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020,"Others","III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  152","IV",393,359,0,7,0,0,299,292,0,5,2,0,104,11,92,14,227,222,0,82
2020,"Article  153","IV",87,69,0,2,0,0,57,50,0,7,0,0,15,0,13,3,28,26,0,26
2020,"Article  154","IV",8,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,15,15,0,6
2020,"Article  155","IV",55,28,0,0,0,0,26,26,0,0,0,0,8,0,0,0,42,42,0,29
2020,"Article  156","IV",197,130,0,0,0,0,103,98,0,5,0,0,8,1,12,3,148,147,1,93
2020,"Others","IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  157","V",90,12,0,0,0,0,7,6,1,0,0,0,0,2,1,0,182,182,0,83
2020,"Article  158","V",47,13,0,0,0,0,11,11,0,0,0,0,0,0,0,0,48,48,0,36
2020,"Article  158-1","V",52,32,0,0,0,0,28,28,0,0,0,0,1,0,1,0,33,33,0,24
2020,"Article  158-2","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020,"Article  159","V",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3
2020,"Article  159-1","V",8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,9,0,7
2020,"Article  160","V",69,21,1,0,0,0,8,8,0,0,0,0,0,2,0,0,143,143,0,60
2020,"Article  161","V",97,7,0,1,0,0,6,5,1,0,0,0,1,0,0,0,83,81,2,88
2020,"Article  162","V",2442,1531,0,28,0,0,1447,1427,1,18,1,0,545,50,272,26,2803,2793,2,957
2020,"Article  163","V",33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,33
2020,"Article  164*","V",2105,833,0,2,0,0,818,818,0,0,0,0,151,2,0,0,3089,3086,1,1282
2020,"Article  165*","V",3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,2
2020,"Article  166","V",136,11,0,0,0,0,10,10,0,0,0,0,2,1,2,0,216,215,1,125
2020,"Article  167","V",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
2020,"Article  168","V",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2020,"Article  169","V",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  170","V",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,38
2020,"Article  171*","V",64,12,0,0,0,0,10,10,0,0,0,0,0,0,0,0,128,128,0,54
2020,"Article  172","V",475,8,0,7,0,0,1,1,0,0,0,0,0,0,0,0,283,279,4,463
2020,"Article  173*","V",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,21
2020,"Article  174*","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  175","V",455,65,0,0,0,0,21,5,16,0,0,0,0,0,0,0,384,383,1,433
2020,"Article  176","V",118,34,0,0,0,1,32,32,0,0,0,0,6,0,0,0,22,22,0,85
2020,"Article  177","V",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19
2020,"Article  178","V",3,2,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1
2020,"Article  179","V",4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,3
2020,"Article  180","V",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2020,"Article  181","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  182","V",310,17,0,0,0,0,16,12,0,4,0,0,4,0,0,0,325,325,0,294
2020,"Article  183","V",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2020,"Article  184*","V",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9
2020,"Others","V",136,33,0,0,0,0,9,9,0,0,0,0,0,1,0,0,81,81,0,127
2020,"Article  185","VI",138562,61227,7,786,0,1,57499,56627,275,472,125,1,28474,2880,2150,1874,108219,108032,47,80081
2020,"Article  186","VI",7492,4809,0,94,0,0,4395,4300,2,79,14,0,2172,490,453,306,895,887,1,2995
2020,"Article  187","VI",1360,1100,0,22,0,1,861,839,0,22,0,0,432,232,144,62,61,59,0,474
2020,"Article  188-1","VI",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0,54
2020,"Article  189","VI",720,267,0,5,0,0,179,178,0,1,0,0,55,99,6,5,431,427,4,532
2020,"Article  190","VI",26830,8713,0,258,0,1,7399,7277,98,14,10,2,2140,836,68,144,50942,50913,19,19141
2020,"Article  191","VI",11160,5676,6,182,0,0,4679,4623,52,4,0,0,486,375,1,0,1402,1382,12,6273
2020,"Article  192*","VI",227,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1178,1178,0,226
2020,"Article  193*","VI",5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,7,0,4
2020,"Article  194","VI",2157,217,1,4,0,0,165,149,0,16,0,0,33,19,37,5,2681,2680,1,1986
2020,"Article  194-1","VI",69,8,0,0,0,0,8,7,0,1,0,0,5,0,0,0,78,78,0,61
2020,"Article  195*","VI",34,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,36,36,0,28
2020,"Article  196","VI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1
2020,"Article  197","VI",22,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,8,8,0,12
2020,"Article  197-1","VI",1389,201,1,1,0,0,186,182,4,0,0,0,18,1,0,0,935,932,3,1198
2020,"Article  198","VI",176,85,0,0,0,0,81,80,0,0,1,0,31,0,1,3,82,81,1,94
2020,"Others","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  199","VII",698,150,0,8,0,0,99,99,0,0,0,0,14,33,0,0,194,191,3,588
2020,"Article  200","VII",724,676,0,39,0,0,625,625,0,0,0,0,43,2,0,0,30,30,0,60
2020,"Article  201","VII",114,48,0,2,0,0,44,44,0,0,0,0,3,1,0,0,19,19,0,68
2020,"Article  201-1","VII",11,5,0,0,0,1,3,3,0,0,0,0,0,0,0,0,3,3,0,7
2020,"Article  203-1","VII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
2020,"Article  203-2","VII",363,33,0,0,0,0,29,29,0,0,0,0,7,22,0,4,208,208,0,334
2020,"Article  204","VII",615,239,0,0,0,0,210,206,4,0,0,0,3,52,0,0,106,93,12,392
2020,"Article  205-1","VII",635,395,0,5,0,0,381,233,146,2,0,0,17,42,0,0,38,37,1,248
2020,"Article  206","VII",124,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,89,88,1,122
2020,"Article  206-2","VII",90,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,89
2020,"Article  209","VII",348,166,1,34,0,0,93,93,0,0,0,0,28,24,0,0,23,22,1,219
2020,"Article  209-1","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  210","VII",16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,9,0,15
2020,"Article  211","VII",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020,"Article  212","VII",910,52,0,0,0,0,38,10,28,0,0,0,0,2,0,0,124,123,1,871
2020,"Article  212-1","VII",44,16,0,0,0,0,13,4,9,0,0,0,0,0,0,0,18,17,1,30
2020,"Article  213","VII",269,184,0,0,0,0,182,176,6,0,0,0,33,2,0,0,335,335,0,87
2020,"Article  216","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  218-1","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  219","VII",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,26
2020,"Article  220-1","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  220-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  222","VII",142,106,1,0,0,0,95,92,2,1,0,0,39,0,0,0,18,18,0,46
2020,"Article  222-1","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  223-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  223-2","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  224","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  227","VII",35,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,21,21,0,34
2020,"Article  229","VII",123,6,0,0,0,0,2,2,0,0,0,0,0,2,0,0,24,24,0,121
2020,"Article  231","VII",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16
2020,"Article  232*","VII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3
2020,"Article  232-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  232-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  233","VII",16,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,4,0,15
2020,"Others","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  236","VIII",35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,34
2020,"Article  237","VIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020,"Article  238","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  239","VIII",194,5,0,0,0,0,5,5,0,0,0,0,0,1,0,0,125,124,1,188
2020,"Article  239-1","VIII",66,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,54,54,0,64
2020,"Article  239-2","VIII",27,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,11,11,0,24
2020,"Article  240","VIII",433,101,0,1,0,0,91,91,0,0,0,0,8,1,0,0,306,306,0,341
2020,"Article  240-1","VIII",159,49,0,0,0,0,44,44,0,0,0,0,2,3,0,0,139,139,0,115
2020,"Article  241","VIII",70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,69
2020,"Article  242","VIII",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,1,87
2020,"Article  243","VIII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
2020,"Article  244","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  245","VIII",71,15,0,1,0,0,13,13,0,0,0,0,1,0,0,0,90,90,0,57
2020,"Article  246","VIII",2553,519,1,4,0,0,429,428,0,1,0,0,73,88,0,1,1599,1594,4,2114
2020,"Article  247*","VIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
2020,"Article  248","VIII",51,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,61,61,0,49
2020,"Article  249","VIII",608,386,0,1,0,0,376,348,27,1,0,0,59,35,2,0,332,331,0,230
2020,"Article  250","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  251","VIII",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6
2020,"Article  252","VIII",36,5,0,0,0,0,5,5,0,0,0,0,0,1,0,0,18,18,0,31
2020,"Article  253","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  254*","VIII",149,69,0,1,0,0,68,68,0,0,0,0,1,1,0,0,60,60,0,80
2020,"Others","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  255","IX",92,42,0,1,0,0,11,11,0,0,0,0,2,11,0,0,12,12,0,80
2020,"Article  255-1","IX",38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2020,"Article  255-2","IX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  255-3","IX",3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  256","IX",23,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,14,14,0,21
2020,"Article  257","IX",20,19,0,0,0,0,9,9,0,0,0,0,4,9,0,0,1,1,0,11
2020,"Article  258","IX",465,24,0,0,0,0,19,19,0,0,0,0,0,0,0,0,6,6,0,446
2020,"Article  258-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  258-2","IX",5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
2020,"Article  258-3","IX",123,51,0,7,0,0,37,18,19,0,0,0,6,0,0,0,2,2,0,79
2020,"Article  258-4","IX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  258-5","IX",37,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,35
2020,"Article  259","IX",833,221,1,3,0,0,203,176,0,23,4,0,43,0,53,8,101,101,0,626
2020,"Article  260","IX",376,291,0,20,0,0,268,48,219,1,0,0,26,5,0,3,27,26,1,87
2020,"Article  261","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020,"Article  262","IX",55,13,0,0,0,0,11,10,0,0,1,0,5,2,0,2,9,9,0,44
2020,"Article  263","IX",5116,4252,1,37,0,0,3907,3034,850,21,2,0,997,49,79,20,4287,4230,3,1114
2020,"Article  263-1","IX",168,152,0,1,0,0,134,133,0,1,0,0,33,5,2,0,28,23,0,28
2020,"Article  264","IX",9,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,6,0,4
2020,"Article  265","IX",10,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,2,0,9
2020,"Article  265-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  266","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  267","IX",8,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,5
2020,"Article  267-1","IX",38,32,0,0,0,0,27,27,0,0,0,0,2,0,0,0,9,9,0,11
2020,"Article  268","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  269","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  270","IX",465,4,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1245,1245,0,463
2020,"Article  270-1","IX",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,14
2020,"Others","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  271","X",343,8,0,0,0,0,7,6,1,0,0,0,0,0,0,0,229,229,0,336
2020,"Article  272","X",849,42,0,0,0,0,38,33,5,0,0,1,0,0,0,0,368,366,2,808
2020,"Article  273","X",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,15
2020,"Article  274","X",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020,"Article  275","X",41,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19,0,40
2020,"Others","X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  276","XI",144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,144
2020,"Article  276-1","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  277","XI",103,89,0,6,0,0,83,83,0,0,0,0,65,0,0,0,9,9,0,14
2020,"Article  278","XI",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
2020,"Article  279","XI",13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36,36,0,12
2020,"Article  280","XI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,"Article  281","XI",12,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,1,0,7
2020,"Article  282","XI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020,"Article  283","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020,"Article  284*","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  285*","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  286","XI",8864,4280,1,9,0,0,3817,3592,213,6,6,0,101,5,525,39,6356,6200,0,4881
2020,"Article  287","XI",33,12,0,2,0,0,10,9,1,0,0,0,1,0,4,0,9,9,0,21
2020,"Article  288","XI",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20
2020,"Article  289","XI",4522,2125,2,59,0,0,1875,1798,12,35,30,1,726,236,279,247,849,838,0,2574
2020,"Article  290*","XI",1887,17,0,0,0,0,17,16,1,0,0,0,3,5,0,0,1153,1153,0,1870
2020,"Article  291","XI",72,16,0,0,0,0,13,12,1,0,0,0,1,0,3,1,75,73,0,57
2020,"Article  292","XI",77,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,25,25,0,76
2020,"Others","XI",36,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,955,955,0,35
2020,"Article  293*","XII",7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,4,0,6
2020,"Article  294","XII",7,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6
2020,"Article  295*","XII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3
2020,"Article  296","XII",2513,1458,1,29,0,0,1281,1239,2,38,2,0,238,215,376,84,2148,2141,1,1195
2020,"Article  297","XII",1081,740,0,47,0,0,676,603,0,66,7,0,300,110,36,60,226,226,0,358
2020,"Article  298","XII",84,5,0,0,0,0,4,4,0,0,0,0,1,0,0,0,20,20,0,80
2020,"Article  298-1","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  299","XII",222,49,0,0,0,0,48,46,1,1,0,0,8,1,13,1,313,313,0,174
2020,"Article  300","XII",22,13,0,0,0,0,12,12,0,0,0,0,5,0,0,0,8,8,0,10
2020,"Article  301","XII",1153,894,0,0,0,0,784,783,0,1,0,0,133,30,0,6,111,111,0,369
2020,"Article  302","XII",163,138,0,4,0,0,126,126,0,0,0,0,9,32,0,0,42,40,0,31
2020,"Article  303","XII",341,239,0,0,0,0,197,197,0,0,0,0,14,21,0,0,27,27,0,144
2020,"Article  304","XII",160,156,0,2,0,0,145,141,0,4,0,0,60,2,5,0,10,10,0,13
2020,"Others","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  305","XIII",234,126,0,7,0,0,98,97,0,1,0,0,8,11,0,0,19,18,1,128
2020,"Article  306","XIII",152,146,0,2,0,0,144,144,0,0,0,0,29,73,0,0,4,4,0,6
2020,"Article  307","XIII",8507,6169,1,107,0,0,4997,4962,1,24,10,0,1210,1134,0,180,1011,991,1,3382
2020,"Article  308","XIII",51,42,0,1,0,0,25,25,0,0,0,0,16,9,0,0,0,0,0,25
2020,"Article  309","XIII",15874,10358,4,70,0,1,10006,9802,128,69,7,0,2564,39,46,78,21324,21291,5,5760
2020,"Article  310","XIII",1822,1554,0,5,0,0,1529,1420,94,15,0,0,243,11,3,0,1782,1781,0,287
2020,"Article  311","XIII",315,248,0,3,0,0,216,216,0,0,0,0,66,48,0,0,62,62,0,96
2020,"Article  312","XIII",4,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,1
2020,"Article  313","XIII",81,70,0,5,0,0,56,56,0,0,0,0,9,13,0,0,5,5,0,20
2020,"Article  314","XIII",2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,1
2020,"Article  315","XIII",37,33,0,1,0,0,30,28,0,2,0,0,7,1,0,1,7,6,0,5
2020,"Article  316","XIII",8,8,0,0,0,0,7,7,0,0,0,0,3,0,1,0,2,2,0,1
2020,"Article  317","XIII",426,366,0,4,0,0,345,339,0,6,0,0,141,13,8,1,206,203,1,74
2020,"Article  318","XIII",7,7,0,1,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3
2020,"Article  319","XIII",127,111,0,0,0,0,111,111,0,0,0,0,0,0,0,0,3,3,0,16
2020,"Article  320","XIII",87,28,0,0,0,0,28,26,2,0,0,0,0,1,0,0,64,64,0,59
2020,"Article  321","XIII",350,293,0,1,0,0,286,285,1,0,0,0,95,83,0,3,37,36,1,62
2020,"Article  321-1","XIII",22,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,8,8,0,19
2020,"Article  321-2","XIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020,"Article  322","XIII",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  323","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  324","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  325","XIII",91,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,174,174,0,89
2020,"Article  326","XIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
2020,"Article  327","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Others","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Article  328","XIV",33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,33
2020,"Article  329","XIV",5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,4
