"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","NODEC"
2017,"Article 430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 433","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Others","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,"Article 436","XX",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2017,"Article 436-1","XX",26,5,0,0,0,0,3,0,0,1,0,0,0,1,33,33,22
2017,"Article 437","XX",21,17,0,6,0,0,10,0,0,0,1,5,0,0,1,0,4
2017,"Article 438","XX",14,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,10
2017,"Article 439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 441","XX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
2017,"Article 442","XX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,"Article 443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 445","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Article 447","XX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
