"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","NODEC"
2018,"Article 145","II",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
2018,"Others","II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 146","III",605,266,0,10,0,0,213,0,2,0,71,119,30,6,165,164,379
2018,"Article 147","III",6,6,0,0,0,0,4,0,0,0,1,2,1,0,4,4,2
2018,"Article 148","III",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2018,"Article 149","III",270,150,0,4,0,10,106,0,0,0,15,41,0,1,29,29,150
2018,"Article 150","III",16,8,0,0,0,0,8,0,0,0,0,0,0,0,5,5,8
2018,"Article 150-1","III",7,5,0,0,0,0,5,0,0,0,0,0,0,0,2,2,2
2018,"Article 151","III",16,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,16
2018,"Others","III",18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18
2018,"Article 152","IV",203,178,0,4,0,0,145,0,5,0,75,7,59,5,204,200,45
2018,"Article 153","IV",253,211,0,1,0,0,188,0,9,0,55,3,43,6,40,40,55
2018,"Article 154","IV",7,1,0,0,0,0,1,0,0,0,1,0,0,0,3,3,6
2018,"Article 155","IV",84,50,0,0,0,0,47,0,0,0,16,0,0,1,41,41,37
2018,"Article 156","IV",274,155,0,2,0,0,133,0,4,1,19,0,15,3,110,109,133
2018,"Others","IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 157","V",7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
2018,"Article 158","V",2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,1
2018,"Article 158-1","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 158-2","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 159","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018,"Article 159-1","V",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 160","V",5,2,0,0,0,0,2,0,0,0,1,2,0,0,20,20,3
2018,"Article 161","V",99,7,0,2,0,0,4,0,0,0,0,2,0,0,46,46,93
2018,"Article 162","V",2119,1308,1,10,0,1,1213,0,13,6,575,68,212,28,1753,1733,855
2018,"Article 163","V",23,5,0,0,0,0,3,0,0,0,0,0,0,0,13,13,20
2018,"Article 164","V",2970,1154,0,1,0,0,1143,2,0,0,196,0,0,0,5410,5404,1818
2018,"Article 165","V",6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6
2018,"Article 166","V",163,19,0,1,0,0,16,0,0,0,1,0,2,0,299,299,146
2018,"Article 167","V",4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
2018,"Article 168","V",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2018,"Article 169","V",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 170","V",58,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,58
2018,"Article 171","V",106,11,0,0,0,0,8,0,0,0,2,1,0,0,89,89,98
2018,"Article 172","V",536,13,1,0,0,0,10,0,0,0,0,0,0,0,320,320,525
2018,"Article 173","V",16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16
2018,"Article 174","V",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 175","V",578,180,0,0,0,0,59,121,0,0,32,0,0,0,256,256,398
2018,"Article 176","V",126,42,0,0,0,0,41,0,0,0,0,3,0,0,25,25,85
2018,"Article 177","V",15,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,14
2018,"Article 178","V",2,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1
2018,"Article 179","V",5,2,0,0,0,0,2,0,0,0,0,2,0,0,1,1,3
2018,"Article 180","V",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2018,"Article 181","V",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2018,"Article 182","V",197,3,0,0,0,0,1,0,0,0,1,0,0,0,126,126,196
2018,"Article 183","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
2018,"Article 184","V",9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9
2018,"Others","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 185","VI",238492,83688,11,978,0,0,79151,201,445,106,41510,4927,3526,2935,136036,135703,157267
2018,"Article 186","VI",13838,5988,4,111,0,0,5470,4,70,11,2966,527,665,387,691,675,8152
2018,"Article 187","VI",2263,1424,3,34,0,0,1167,0,16,1,593,347,187,96,66,64,1040
2018,"Article 188-1","VI",61,1,0,0,0,0,1,0,0,0,0,1,0,0,68,68,60
2018,"Article 189","VI",605,222,0,5,0,0,156,0,2,1,65,71,7,6,270,270,441
2018,"Article 190","VI",33290,8699,6,643,0,175,7019,152,15,18,2261,722,108,103,36477,36450,25235
2018,"Article 191","VI",10713,5953,3,342,0,2,5347,2,1,0,537,301,2,1,1420,1297,4893
2018,"Article 192","VI",281,4,0,0,0,0,3,0,0,0,0,0,0,0,441,441,278
2018,"Article 193","VI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3
2018,"Article 194","VI",2551,128,0,3,0,0,73,0,18,0,28,8,24,3,3086,3083,2454
2018,"Article 194-1","VI",125,19,0,0,0,0,14,0,0,0,12,0,0,0,90,90,111
2018,"Article 195","VI",30,6,0,0,0,0,6,0,0,0,2,0,3,1,31,31,24
2018,"Article 196","VI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1
2018,"Article 197","VI",15,2,0,0,0,0,2,0,0,0,0,0,0,0,12,12,13
2018,"Article 197-1","VI",1200,120,0,0,0,0,103,1,0,0,6,3,0,0,752,747,1091
2018,"Article 198","VI",382,159,0,2,0,0,151,0,0,3,51,6,7,19,192,192,226
2018,"Others","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 199","VII",915,105,0,4,0,0,78,0,0,0,17,17,0,0,186,186,833
2018,"Article 200","VII",609,546,0,29,0,0,505,0,0,0,166,33,0,0,8,8,75
2018,"Article 201","VII",125,49,1,2,0,2,45,0,0,0,6,8,0,0,13,13,75
2018,"Article 203-1","VII",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2018,"Article 203-2","VII",301,12,0,0,0,0,9,0,0,0,0,7,0,0,140,140,292
2018,"Article 204","VII",574,295,0,1,0,0,268,1,0,0,13,30,0,0,160,160,304
2018,"Article 205","VII",715,362,1,2,0,0,278,70,0,0,25,74,0,0,69,68,363
2018,"Article 205-1","VII",269,190,0,2,0,0,160,26,0,0,13,21,0,0,34,34,81
2018,"Article 206","VII",161,4,0,2,0,0,0,0,0,0,0,0,0,0,95,95,159
2018,"Article 206-2","VII",70,11,0,4,0,0,3,0,0,0,0,0,0,0,26,26,63
2018,"Article 209","VII",242,99,1,13,0,7,64,0,0,0,8,10,0,0,22,22,157
2018,"Article 209-1","VII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2018,"Article 210","VII",18,3,0,0,0,0,3,0,0,0,1,0,0,0,7,7,15
2018,"Article 211","VII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
2018,"Article 212","VII",1099,137,0,10,0,3,39,68,0,0,2,7,0,0,256,253,976
2018,"Article 212-1","VII",48,19,0,0,0,0,1,17,0,0,0,0,0,0,12,12,30
2018,"Article 213","VII",639,452,0,0,0,0,431,11,0,0,82,0,0,0,561,561,197
2018,"Article 216","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 218-1","VII",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
2018,"Article 219","VII",29,0,0,2,0,0,0,0,0,0,0,0,0,0,16,16,27
2018,"Article 220-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 220-2","VII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,"Article 222","VII",58,30,0,0,0,0,27,2,0,0,2,0,0,0,11,11,29
2018,"Article 222-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018,"Article 223-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 223-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 224","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 227","VII",29,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,29
2018,"Article 229","VII",111,16,0,0,0,0,6,0,0,0,0,1,0,0,22,22,105
2018,"Article 231","VII",272,262,0,160,0,0,103,0,0,0,0,0,0,0,3,3,9
2018,"Article 232","VII",11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11
2018,"Article 232-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 232-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 233","VII",17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17
2018,"Others","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 236","VIII",27,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27
2018,"Article 237","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 238","VIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 239","VIII",141,3,0,0,0,0,3,0,0,0,0,1,0,0,85,85,138
2018,"Article 239-1","VIII",57,2,0,0,0,0,2,0,0,0,1,0,0,0,31,31,55
2018,"Article 239-2","VIII",29,2,0,0,0,0,2,0,0,0,2,0,0,0,8,8,27
2018,"Article 240","VIII",358,84,0,0,0,0,80,0,0,0,3,17,0,2,246,246,278
2018,"Article 241","VIII",90,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,90
2018,"Article 242","VIII",46,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,46
2018,"Article 243","VIII",6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
2018,"Article 244","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 245","VIII",21,2,0,0,0,0,2,0,0,0,1,0,0,0,26,26,19
2018,"Article 246","VIII",2088,444,2,0,0,0,411,1,3,0,89,18,1,3,1336,1335,1670
2018,"Article 247","VIII",9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9
2018,"Article 248","VIII",42,3,0,0,0,0,3,0,0,0,1,1,0,0,55,55,39
2018,"Article 249","VIII",538,349,0,1,0,0,326,19,1,0,77,33,0,2,315,313,189
2018,"Article 250","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 251","VIII",10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,10
2018,"Article 252","VIII",17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17
2018,"Article 253","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 254","VIII",47,9,0,0,0,0,8,0,0,0,1,0,0,0,21,21,39
2018,"Others","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 255","IX",84,14,0,1,0,1,6,0,0,0,1,6,0,0,3,3,76
2018,"Article 256","IX",42,5,0,1,0,1,3,0,0,0,0,0,0,0,10,10,37
2018,"Article 257","IX",22,20,0,2,0,0,14,0,0,0,5,14,0,0,2,2,6
2018,"Article 258","IX",950,13,0,1,0,0,12,0,0,0,2,4,0,0,0,0,937
2018,"Article 258-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 258-2","IX",5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 258-3","IX",175,66,0,7,0,0,26,25,0,0,0,1,0,0,4,4,117
2018,"Article 258-4","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 258-5","IX",51,14,0,1,0,0,11,0,0,0,2,0,0,0,6,6,39
2018,"Article 259","IX",693,135,0,1,0,0,98,0,23,1,26,0,37,3,48,48,570
2018,"Article 260","IX",396,336,0,50,0,0,80,203,0,0,27,0,0,6,41,41,63
2018,"Article 261","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 262","IX",102,12,0,0,0,0,4,0,0,0,2,1,1,0,10,9,97
2018,"Article 263","IX",7466,5719,4,60,0,3,4198,1057,32,2,1688,37,151,21,5486,5391,2015
2018,"Article 263-1","IX",194,177,0,4,0,0,154,0,7,0,44,2,1,1,38,33,24
2018,"Article 264","IX",8,3,0,0,0,0,3,0,0,0,1,0,0,0,5,5,5
2018,"Article 265","IX",9,3,0,0,0,0,2,0,0,0,0,0,0,0,3,3,7
2018,"Article 265-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 266","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 267","IX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
2018,"Article 267-1","IX",27,26,0,0,0,0,24,0,1,0,0,4,0,0,4,4,2
2018,"Article 268","IX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 269","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 270","IX",468,2,0,0,0,0,1,0,0,0,0,0,0,0,1441,1441,467
2018,"Article 270-1","IX",16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16
2018,"Others","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 271","X",464,4,0,0,0,0,4,0,0,0,0,0,0,0,227,227,460
2018,"Article 272","X",1010,42,0,0,0,0,37,2,0,0,1,2,0,0,311,310,970
2018,"Article 273","X",69,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,69
2018,"Article 274","X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 275","X",56,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,56
2018,"Others","X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 276","XI",243,1,0,0,0,0,1,0,0,0,0,0,0,0,317,317,242
2018,"Article 276-1","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 277","XI",126,113,0,0,0,0,113,0,0,0,51,6,3,1,13,13,13
2018,"Article 278","XI",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2018,"Article 279","XI",44,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,44
2018,"Article 280","XI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2018,"Article 281","XI",7,2,0,0,0,0,2,0,0,0,0,0,0,0,3,3,5
2018,"Article 282","XI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2018,"Article 283","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 284","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 285","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 286","XI",8257,3647,2,11,0,0,3024,250,2,6,129,2,493,29,7642,7489,4809
2018,"Article 287","XI",45,17,1,0,0,0,14,1,0,0,0,0,3,0,21,21,29
2018,"Article 288","XI",26,1,0,0,0,0,1,0,0,0,0,0,0,0,15,15,25
2018,"Article 289","XI",6642,2284,1,100,0,0,1948,10,19,19,809,306,352,231,806,796,4535
2018,"Article 290","XI",1909,26,0,0,0,8,19,0,0,0,3,0,0,1,707,706,1881
2018,"Article 291","XI",50,9,0,0,0,0,7,1,0,0,0,0,2,0,67,67,42
2018,"Article 292","XI",128,7,0,1,0,0,4,0,0,0,2,3,0,0,18,18,123
2018,"Others","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 293","XII",21,4,1,0,0,0,3,0,0,0,1,2,0,0,9,9,17
2018,"Article 294","XII",12,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11
2018,"Article 295","XII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2018,"Article 296","XII",3344,1645,1,35,0,0,1413,8,45,7,277,277,486,103,1770,1767,1832
2018,"Article 297","XII",2030,1328,0,5,0,0,1270,0,10,3,521,168,55,14,361,361,742
2018,"Article 298","XII",77,9,0,0,0,0,9,0,0,0,2,1,0,0,15,15,68
2018,"Article 298-1","XII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2018,"Article 299","XII",184,48,0,2,0,0,42,0,2,0,13,2,10,1,141,141,138
2018,"Article 300","XII",55,46,0,0,0,0,46,0,0,0,10,0,0,0,4,4,9
2018,"Article 301","XII",1665,1510,0,121,0,0,1371,1,1,0,90,74,0,7,112,109,168
2018,"Article 302","XII",225,196,0,3,0,0,184,1,0,0,22,14,0,0,24,24,37
2018,"Article 303","XII",412,305,0,17,0,0,275,0,0,0,7,44,0,1,45,45,120
2018,"Article 304","XII",234,225,0,2,0,0,215,0,4,0,54,14,12,8,22,21,12
2018,"Others","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 305","XIII",212,113,0,3,0,1,71,0,0,0,8,8,0,0,5,5,137
2018,"Article 306","XIII",120,115,0,1,0,0,110,0,0,0,19,40,0,0,1,1,9
2018,"Article 307","XIII",5453,3472,9,51,0,0,2802,2,13,0,1061,587,2,94,747,735,2564
2018,"Article 308","XIII",21,12,0,0,0,0,11,0,0,0,5,0,1,0,5,4,9
2018,"Article 309","XIII",18022,12081,3,78,0,1,11607,72,49,5,4044,31,131,89,17500,17472,6179
2018,"Article 310","XIII",1555,1361,1,7,0,0,1255,69,6,0,341,6,1,0,1589,1585,213
2018,"Article 311","XIII",468,387,0,1,0,0,332,0,0,0,150,60,0,1,65,62,132
2018,"Article 312","XIII",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2018,"Article 313","XIII",121,100,0,1,0,0,93,0,0,0,25,21,0,0,7,6,26
2018,"Article 314","XIII",8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
2018,"Article 315","XIII",34,29,0,0,0,0,28,0,0,0,12,1,1,0,5,5,6
2018,"Article 316","XIII",6,6,0,0,0,0,6,0,0,0,2,1,1,0,8,8,0
2018,"Article 317","XIII",511,395,0,4,0,0,372,0,3,0,164,16,0,2,209,207,130
2018,"Article 318","XIII",2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2018,"Article 319","XIII",10,8,0,0,0,0,8,0,0,0,0,0,0,0,1,1,2
2018,"Article 320","XIII",95,39,0,0,0,0,32,6,0,0,0,0,0,0,56,56,57
2018,"Article 321","XIII",267,183,0,3,0,0,158,1,0,0,59,28,1,0,59,59,105
2018,"Article 321-1","XIII",40,2,0,0,0,0,1,0,0,0,0,0,0,0,7,7,39
2018,"Article 321-2","XIII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
2018,"Article 322","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 323","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 324","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 325","XIII",50,2,0,0,0,0,1,0,0,0,0,0,0,0,36,36,49
2018,"Article 326","XIII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2018,"Article 327","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Others","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 328","XIV",34,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,34
2018,"Article 329","XIV",9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
2018,"Article 330","XIV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2018,"Article 332","XIV",331,134,0,3,0,0,104,0,0,0,28,24,1,1,41,41,224
2018,"Article 332-1","XIV",19,4,0,0,0,0,4,0,0,0,0,0,0,0,1,1,15
2018,"Article 333","XIV",62,28,0,0,0,0,28,0,0,0,0,0,0,0,4,4,34
2018,"Article 334","XIV",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2018,"Article 335","XIV",718,299,0,4,0,0,275,5,0,0,7,0,0,0,595,595,434
2018,"Article 336","XIV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
2018,"Article 336-1","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 337","XIV",258,156,0,0,0,0,149,5,0,0,5,0,0,0,210,210,104
2018,"Others","XIV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 338","XV",17,9,0,0,0,0,8,0,0,0,1,0,5,1,9,9,9
2018,"Article 339","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 340","XV",14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14
2018,"Article 341","XV",49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,49
2018,"Article 342","XV",417,240,0,5,0,0,211,0,1,1,44,17,81,4,184,184,199
2018,"Article 343","XV",81,8,0,1,0,1,5,0,0,0,0,3,0,0,35,35,74
2018,"Article 344","XV",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2018,"Article 345","XV",817,515,0,13,0,0,442,0,9,1,103,25,166,6,227,227,352
2018,"Article 345-1","XV",63,15,0,0,0,0,14,0,0,0,2,1,0,0,19,19,49
2018,"Article 346","XV",12,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12
2018,"Article 347","XV",10,8,0,0,0,0,7,0,1,0,3,0,1,0,2,2,2
2018,"Article 347-1","XV",6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6
2018,"Article 348","XV",63,41,0,1,0,0,19,0,3,0,7,0,10,0,11,5,34
2018,"Article 348-1","XV",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 349","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,"Article 349-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 350","XV",33,11,0,2,0,0,6,0,0,0,0,1,1,0,14,14,25
2018,"Article 351","XV",85,2,1,0,0,0,1,0,0,0,0,0,0,0,60,60,83
2018,"Article 351-1","XV",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 352","XV",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018,"Article 353","XV",159,134,0,1,0,0,129,1,0,0,104,12,0,0,19,19,28
2018,"Article 354","XV",34,27,0,0,0,0,25,0,0,0,5,2,1,0,10,10,9
2018,"Article 355","XV",421,38,0,1,0,0,36,1,0,0,10,9,3,0,357,357,383
2018,"Article 356","XV",3369,38,1,1,0,0,32,0,0,0,4,1,1,0,3611,3603,3327
2018,"Article 357","XV",1854,1059,0,13,0,0,1012,1,4,3,455,44,97,28,2290,2284,815
2018,"Article 358","XV",14871,6608,5,248,0,112,5571,264,4,0,687,284,5,17,4759,4736,8644
2018,"Article 359","XV",69,10,1,0,0,0,7,0,0,0,1,1,0,0,13,13,61
2018,"Article 360","XV",568,434,0,1,0,0,404,0,4,0,339,16,2,12,145,129,143
2018,"Others","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Article 361","XVI",1023,533,0,6,0,0,479,0,0,0,19,37,2,0,123,123,538
2018,"Article 361-1","XVI",134,81,0,0,0,0,79,0,0,0,0,4,0,3,6,6,55
