"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1-2","NODEC"
2019,"Article 166","V",161,19,0,0,0,0,18,0,0,0,1,0,2,0,221,221,143
2019,"Article 167","V",5,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3
2019,"Article 168","V",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2019,"Article 169","V",2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1
2019,"Article 170","V",68,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,68
2019,"Article 171","V",106,10,0,1,0,0,6,0,0,0,1,2,1,0,84,84,99
2019,"Article 172","V",541,7,0,0,0,0,5,1,0,0,0,0,0,0,319,317,533
2019,"Article 173","V",13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13
2019,"Article 174","V",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 175","V",489,19,0,0,0,0,12,6,0,0,2,0,0,0,266,263,468
2019,"Article 176","V",148,68,0,0,0,0,66,0,0,0,1,0,0,0,12,12,82
2019,"Article 177","V",12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12
2019,"Article 178","V",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
2019,"Article 179","V",10,3,0,0,0,0,1,0,2,0,1,0,0,0,8,8,7
2019,"Article 180","V",15,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,15
2019,"Article 181","V",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2019,"Article 182","V",250,26,0,0,0,0,24,0,0,0,0,5,0,0,138,134,222
2019,"Article 183","V",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
2019,"Article 184","V",13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13
2019,"Others","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 185","VI",197564,70763,1,793,0,1,66687,264,457,94,34361,3179,2874,2467,116145,115883,129005
2019,"Article 186","VI",11160,5519,1,114,0,1,5064,3,70,10,2673,495,560,380,631,623,5889
2019,"Article 187","VI",1883,1330,0,32,0,2,1020,1,21,1,546,267,161,73,76,69,799
2019,"Article 188-1","VI",79,2,0,0,0,0,1,0,0,0,0,0,0,0,65,65,78
2019,"Article 189","VI",730,205,0,3,0,0,126,0,0,0,36,58,5,16,286,284,599
2019,"Article 190","VI",32358,8241,1,477,0,44,6865,169,11,9,2204,444,106,70,36630,36543,24695
2019,"Article 191","VI",9074,3937,1,302,0,8,3262,1,0,0,470,109,5,0,1258,1192,5434
2019,"Article 192","VI",460,2,0,1,0,0,0,0,0,0,0,0,0,0,553,553,459
2019,"Article 193","VI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2
2019,"Article 194","VI",2653,163,2,5,0,0,112,0,7,0,27,11,39,4,2106,2103,2524
2019,"Article 194-1","VI",85,3,0,0,0,0,3,0,0,0,1,0,0,0,79,79,82
2019,"Article 195","VI",41,6,0,0,0,0,5,0,0,0,2,0,1,0,35,35,36
2019,"Article 196","VI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
2019,"Article 197","VI",24,7,0,0,0,0,7,0,0,0,0,0,0,0,7,7,17
2019,"Article 197-1","VI",1207,161,0,0,0,0,148,4,0,0,22,1,0,0,641,635,1049
2019,"Article 198","VI",284,102,0,0,0,0,99,1,0,0,26,4,6,3,115,115,184
2019,"Others","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 199","VII",859,91,1,0,0,0,45,0,0,0,22,8,0,0,112,112,813
2019,"Article 200","VII",711,674,0,13,0,0,630,0,0,0,103,32,0,0,22,6,52
2019,"Article 201","VII",112,41,0,3,0,0,33,0,0,0,2,0,0,0,18,18,76
2019,"Article 203-1","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,"Article 203-2","VII",764,18,0,1,0,0,5,0,0,0,0,3,0,0,163,163,758
2019,"Article 204","VII",562,209,0,0,0,0,185,1,0,0,7,47,0,0,141,138,373
2019,"Article 205","VII",248,214,0,0,0,1,160,54,0,0,10,61,0,0,278,278,33
2019,"Article 205-1","VII",478,235,0,3,0,0,181,41,0,0,6,19,0,0,38,37,252
2019,"Article 206","VII",158,3,0,0,0,0,3,0,0,0,0,0,0,0,72,71,154
2019,"Article 206-2","VII",130,16,0,1,0,3,5,0,0,0,0,4,0,0,18,17,120
2019,"Article 209","VII",283,127,0,9,0,3,88,0,0,0,8,13,0,0,23,21,181
2019,"Article 209-1","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,"Article 210","VII",23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23
2019,"Article 211","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 212","VII",852,94,0,0,0,1,22,67,0,0,3,1,0,0,298,291,755
2019,"Article 212-1","VII",35,11,0,0,0,0,1,10,0,0,1,0,0,0,5,5,24
2019,"Article 213","VII",476,290,0,0,0,0,275,12,0,0,60,0,0,0,329,329,189
2019,"Article 216","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 218-1","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2019,"Article 219","VII",31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,30
2019,"Article 220-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 220-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 222","VII",76,59,0,1,0,0,45,12,0,0,3,5,0,0,5,5,18
2019,"Article 222-1","VII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019,"Article 223-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019,"Article 223-2","VII",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,"Article 224","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 227","VII",34,2,0,0,0,0,1,0,0,0,0,0,0,0,17,17,33
2019,"Article 229","VII",62,9,0,0,0,0,6,1,0,0,0,4,0,0,13,13,55
2019,"Article 231","VII",8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8
2019,"Article 232","VII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5
2019,"Article 232-1","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,"Article 232-2","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2019,"Article 233","VII",22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22
2019,"Others","VII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2019,"Article 236","VIII",28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,28
2019,"Article 237","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019,"Article 238","VIII",7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
2019,"Article 239","VIII",162,5,0,0,0,0,5,0,0,0,1,0,0,0,82,82,157
2019,"Article 239-1","VIII",59,1,0,0,0,0,1,0,0,0,1,0,0,0,25,25,58
2019,"Article 239-2","VIII",12,3,0,0,0,0,3,0,0,0,3,0,0,0,8,8,9
2019,"Article 240","VIII",588,79,0,0,0,0,74,0,0,0,6,9,0,1,385,385,514
2019,"Article 241","VIII",86,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,86
2019,"Article 242","VIII",87,1,0,0,0,0,1,0,0,0,0,0,0,0,39,39,86
2019,"Article 243","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 244","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 245","VIII",21,2,0,0,0,0,2,0,0,0,0,0,0,0,43,43,19
2019,"Article 246","VIII",1961,227,0,0,0,0,197,0,0,0,50,28,0,2,1387,1386,1763
2019,"Article 247","VIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3
2019,"Article 248","VIII",56,2,0,0,0,0,2,0,0,0,0,0,0,0,36,36,54
2019,"Article 249","VIII",619,388,0,0,0,0,354,17,1,0,59,38,0,0,292,292,247
2019,"Article 250","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 251","VIII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4
2019,"Article 252","VIII",19,2,0,0,0,0,2,0,0,0,0,0,0,0,6,6,17
2019,"Article 253","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 254","VIII",56,8,0,0,0,0,7,0,0,0,0,0,0,0,16,16,49
2019,"Others","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 255","IX",68,27,0,0,0,1,9,0,0,0,3,8,0,0,12,12,58
2019,"Article 256","IX",56,4,0,2,0,0,1,0,0,0,0,0,0,0,20,20,53
2019,"Article 257","IX",15,13,0,0,0,0,4,0,0,0,1,4,0,0,1,1,11
2019,"Article 258","IX",909,6,0,1,0,0,4,0,0,0,1,2,0,0,1,1,904
2019,"Article 258-1","IX",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 258-2","IX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,"Article 258-3","IX",164,59,0,7,0,0,18,28,0,0,2,0,0,0,4,4,111
2019,"Article 258-4","IX",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2019,"Article 258-5","IX",33,3,0,3,0,0,1,0,0,0,0,0,0,0,4,4,29
2019,"Article 259","IX",1715,222,0,3,0,0,166,0,23,3,49,1,68,7,129,129,1520
2019,"Article 260","IX",305,268,0,27,0,0,35,203,0,0,24,5,0,8,21,20,39
2019,"Article 261","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 262","IX",95,17,0,1,0,0,12,0,2,0,10,2,2,0,6,6,80
2019,"Article 263","IX",6204,4875,0,28,0,3,3494,1000,31,1,1327,53,96,25,4593,4522,1576
2019,"Article 263-1","IX",185,157,0,1,0,3,149,0,1,0,49,7,2,2,31,28,28
2019,"Article 264","IX",5,1,0,0,0,0,1,0,0,0,0,0,0,0,9,9,4
2019,"Article 265","IX",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2019,"Article 265-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 266","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 267","IX",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
2019,"Article 267-1","IX",30,30,0,0,0,0,29,0,0,0,1,0,0,0,2,2,1
2019,"Article 268","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 269","IX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 270","IX",492,3,0,1,0,0,2,0,0,0,1,0,1,0,1174,1173,488
2019,"Article 270-1","IX",14,5,0,0,0,0,4,0,0,0,3,0,0,0,6,6,10
2019,"Others","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 271","X",435,4,0,0,0,0,4,0,0,0,0,0,0,0,202,202,431
2019,"Article 272","X",906,33,0,1,0,0,28,2,0,0,2,0,0,0,296,293,872
2019,"Article 273","X",18,1,0,0,0,0,1,0,0,0,1,0,0,0,27,27,17
2019,"Article 274","X",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,"Article 275","X",63,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,63
2019,"Others","X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 276","XI",249,2,0,0,0,0,2,0,0,0,0,0,0,0,307,307,247
2019,"Article 276-1","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 277","XI",127,117,0,0,0,0,117,0,0,0,43,2,0,1,10,10,10
2019,"Article 278","XI",9,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,8
2019,"Article 279","XI",21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,21
2019,"Article 280","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 281","XI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2019,"Article 282","XI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2019,"Article 283","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019,"Article 284","XI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 285","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 286","XI",8739,3873,5,15,0,0,3219,199,2,5,107,6,510,36,6208,6056,5142
2019,"Article 287","XI",46,21,0,1,0,0,20,0,0,0,1,0,9,0,23,23,25
2019,"Article 288","XI",17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17
2019,"Article 289","XI",5467,2022,2,68,0,0,1697,13,31,15,686,236,312,193,726,715,3630
2019,"Article 290","XI",2345,26,0,1,0,0,19,1,0,0,3,1,0,0,869,866,2321
2019,"Article 291","XI",74,19,0,0,0,0,17,0,0,0,0,0,8,2,60,58,55
2019,"Article 292","XI",110,6,0,0,0,0,5,0,0,0,2,1,0,0,35,35,105
2019,"Others","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 293","XII",16,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16
2019,"Article 294","XII",11,3,0,0,0,0,3,0,0,0,1,1,0,0,4,4,8
2019,"Article 295","XII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
2019,"Article 296","XII",3401,1733,2,31,0,0,1371,2,136,2,271,210,424,94,1837,1833,1853
2019,"Article 297","XII",1085,567,0,9,0,0,491,4,38,9,263,59,21,12,305,305,534
2019,"Article 298","XII",62,1,0,0,0,0,1,0,0,0,0,0,1,0,11,11,61
2019,"Article 298-1","XII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 299","XII",199,31,0,1,0,0,28,0,1,2,3,1,5,2,208,207,166
2019,"Article 300","XII",34,29,0,0,0,0,29,0,0,0,1,0,0,0,10,10,5
2019,"Article 301","XII",1014,858,0,0,0,0,794,2,45,0,79,120,0,1,75,75,173
2019,"Article 302","XII",259,214,0,0,0,0,206,0,0,0,24,62,0,0,20,20,53
2019,"Article 303","XII",336,229,0,0,0,0,209,0,0,0,38,72,0,7,20,20,127
2019,"Article 304","XII",154,143,0,3,0,0,136,0,0,1,42,11,10,8,11,11,14
2019,"Others","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 305","XIII",330,203,0,7,0,0,165,0,0,0,6,33,0,1,13,13,158
2019,"Article 306","XIII",70,66,0,0,0,0,59,0,0,0,20,29,0,0,0,0,11
2019,"Article 307","XIII",6382,4303,1,78,0,2,3334,8,16,0,995,651,26,16,617,601,2927
2019,"Article 308","XIII",28,21,0,0,0,0,18,0,0,0,9,5,0,1,3,2,9
2019,"Article 309","XIII",18623,11853,0,60,0,3,11297,80,65,6,3610,18,93,96,18982,18952,7082
2019,"Article 310","XIII",1610,1409,0,6,0,0,1268,100,11,0,305,2,1,2,1553,1552,224
2019,"Article 311","XIII",339,287,0,1,0,0,261,0,0,0,96,45,0,0,32,32,77
2019,"Article 312","XIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019,"Article 313","XIII",110,93,0,1,0,0,84,0,0,0,25,15,0,0,5,5,25
2019,"Article 314","XIII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5
2019,"Article 315","XIII",45,31,0,0,0,0,31,0,0,0,12,0,0,1,8,8,14
2019,"Article 316","XIII",10,8,0,0,0,0,8,0,0,0,4,0,0,0,2,2,2
2019,"Article 317","XIII",509,396,0,3,0,0,374,0,5,0,179,10,5,0,215,213,125
2019,"Article 318","XIII",2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2019,"Article 319","XIII",109,101,0,0,0,0,101,0,0,0,0,0,0,0,0,0,8
2019,"Article 320","XIII",163,53,0,0,0,0,34,4,0,0,0,0,0,0,83,83,125
2019,"Article 321","XIII",328,255,0,1,0,4,231,1,0,0,83,36,2,0,57,56,90
2019,"Article 321-1","XIII",29,2,0,0,0,0,2,0,0,0,0,2,0,0,6,6,27
2019,"Article 321-2","XIII",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2019,"Article 322","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019,"Article 323","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 324","XIII",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,"Article 325","XIII",70,7,0,0,0,0,7,0,0,0,0,0,0,0,46,46,63
2019,"Article 326","XIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2
2019,"Article 327","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Others","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 328","XIV",56,4,0,0,0,0,3,0,0,0,0,0,0,0,8,7,52
2019,"Article 329","XIV",11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11
2019,"Article 330","XIV",4,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2
2019,"Article 332","XIV",252,69,0,3,0,0,47,0,0,0,6,22,0,0,49,49,202
2019,"Article 332-1","XIV",8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
2019,"Article 333","XIV",69,27,0,0,0,0,24,0,0,0,1,1,0,0,3,3,45
2019,"Article 334","XIV",5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
2019,"Article 335","XIV",683,264,0,2,0,0,257,2,0,0,3,0,0,0,507,507,422
2019,"Article 336","XIV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019,"Article 336-1","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 337","XIV",319,178,0,0,0,0,172,5,0,0,9,0,0,0,260,260,142
2019,"Others","XIV",32,16,0,1,0,0,13,0,1,0,3,0,0,0,3,3,17
2019,"Article 338","XV",4,3,0,0,0,0,3,0,0,0,0,0,1,0,2,2,1
2019,"Article 339","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 340","XV",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
2019,"Article 341","XV",27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,27
2019,"Article 342","XV",367,210,0,5,0,0,181,1,1,0,48,10,69,4,141,140,178
2019,"Article 343","XV",112,25,0,0,0,0,21,0,0,0,1,2,3,0,22,22,91
2019,"Article 344","XV",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2019,"Article 345","XV",821,561,1,8,0,0,476,1,10,0,107,25,211,12,189,189,325
2019,"Article 345-1","XV",43,9,0,0,0,0,7,0,0,0,0,0,0,0,13,13,36
2019,"Article 346","XV",28,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,28
2019,"Article 347","XV",13,4,0,0,0,0,4,0,0,0,2,0,1,0,4,4,9
2019,"Article 347-1","XV",6,1,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5
2019,"Article 348","XV",54,34,0,0,0,0,17,0,2,0,8,0,5,1,3,2,34
2019,"Article 348-1","XV",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2019,"Article 349","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 349-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Article 350","XV",33,9,1,0,0,0,6,0,0,0,1,0,0,0,10,10,26
2019,"Article 351","XV",95,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,95
2019,"Article 351-1","XV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2019,"Article 352","XV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2019,"Article 353","XV",65,44,0,0,0,0,39,0,0,0,20,12,1,1,14,14,26
2019,"Article 354","XV",67,55,0,1,0,0,53,1,0,0,5,14,0,0,10,10,12
2019,"Article 355","XV",509,37,0,0,0,0,35,0,0,0,8,7,2,0,380,376,470
2019,"Article 356","XV",3882,34,0,0,0,0,27,0,1,0,5,2,4,0,3525,3506,3835
2019,"Article 357","XV",2135,1207,0,13,0,1,1141,1,4,11,528,46,112,54,1965,1957,956
2019,"Article 358","XV",15359,6112,2,132,0,5,5282,178,0,2,631,240,15,7,4576,4501,9683
2019,"Article 359","XV",64,15,0,2,0,0,11,0,0,0,1,2,0,0,25,25,51
2019,"Article 360","XV",657,493,0,8,0,0,478,0,0,0,404,39,2,11,230,229,170
2019,"Others","XV",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019,"Article 361","XVI",1183,706,0,29,0,0,662,0,0,0,105,132,0,3,141,137,488
